net,length_um
_01443_,14.94
_01718_,14.94
_01766_,14.94
_01937_,14.94
_03437_,14.94
_05479_,14.94
_05487_,14.94
_06438_,14.94
_08388_,14.94
_08640_,14.94
_10988_,14.94
_12298_,14.94
_12692_,14.94
_14357_,14.94
_14458_,14.94
_15407_,14.94
_17278_,14.94
_20512_,14.94
_20965_,14.94
_21915_,14.94
_22029_,14.94
_22283_,14.94
_25260_,14.94
_26286_,14.94
net32,14.94
_00386_,14.92
_03070_,14.92
_06279_,14.92
_07955_,14.92
_09550_,14.92
_09943_,14.92
_18921_,14.92
_20486_,14.92
_21738_,14.92
_22970_,14.92
_23161_,14.92
_23490_,14.92
_25814_,14.92
u_core0.ROW\[24\].COL\[0\].u_pe.sum_out\[3\],14.92
_04826_,14.9
_09024_,14.9
_11900_,14.9
_12928_,14.9
_16046_,14.9
_17961_,14.9
_19174_,14.9
_20107_,14.9
_21985_,14.9
_23145_,14.9
_24739_,14.9
_03318_,14.88
_05030_,14.88
_14358_,14.88
_14528_,14.88
_16439_,14.88
_17839_,14.88
_18598_,14.88
_20075_,14.88
_21002_,14.88
_21325_,14.88
_25407_,14.88
_25676_,14.88
_01908_,14.86
_02371_,14.86
_02765_,14.86
_04309_,14.86
_04471_,14.86
_08462_,14.86
_09727_,14.86
_10897_,14.86
_11913_,14.86
_12676_,14.86
_13894_,14.86
_14271_,14.86
_14851_,14.86
_15819_,14.86
_18635_,14.86
_18888_,14.86
_19343_,14.86
_20934_,14.86
_21038_,14.86
_22329_,14.86
_24098_,14.86
_24723_,14.86
_26490_,14.86
_26682_,14.86
u_core0.ROW\[12\].COL\[1\].u_pe.sum_out\[11\],14.86
_12523_,14.85
_01219_,14.84
_01296_,14.84
_04614_,14.84
_10729_,14.84
_10991_,14.84
_12111_,14.84
_14279_,14.84
_14601_,14.84
_15939_,14.84
_16945_,14.84
_17931_,14.84
_18571_,14.84
_22725_,14.84
_26217_,14.84
_26528_,14.84
_02372_,14.82
_03501_,14.82
_06397_,14.82
_13577_,14.82
_19370_,14.82
_19889_,14.82
_26198_,14.82
u_core0.ROW\[21\].COL\[0\].u_pe.b_out\[0\],14.82
_01167_,14.8
_04852_,14.8
_05496_,14.8
_06041_,14.8
_07213_,14.8
_15242_,14.8
_19123_,14.8
_20319_,14.8
_24208_,14.8
_24237_,14.8
_25293_,14.8
_26710_,14.8
_05059_,14.78
_07949_,14.78
_08639_,14.78
_13161_,14.78
_13779_,14.78
_14487_,14.78
_15295_,14.78
_19455_,14.78
_22084_,14.78
_22107_,14.78
_22654_,14.78
_26019_,14.78
u_core0.ROW\[10\].COL\[0\].u_pe.sum_in\[7\],14.78
_11580_,14.77
_19681_,14.77
_02059_,14.76
_05448_,14.76
_06554_,14.76
_07453_,14.76
_09271_,14.76
_10133_,14.76
_12155_,14.76
_12872_,14.76
_14584_,14.76
_15729_,14.76
_16354_,14.76
_18447_,14.76
_19368_,14.76
_20273_,14.76
_21161_,14.76
_23098_,14.76
_23759_,14.76
_24662_,14.76
_25608_,14.76
_25644_,14.76
_25913_,14.76
u_core0.ROW\[29\].COL\[0\].u_pe.sum_out\[8\],14.76
_06547_,14.75
_24171_,14.75
_01820_,14.74
_01879_,14.74
_03358_,14.74
_06216_,14.74
_06763_,14.74
_09132_,14.74
_10143_,14.74
_11086_,14.74
_11087_,14.74
_12355_,14.74
_12468_,14.74
_14445_,14.74
_18276_,14.74
_21954_,14.74
_23617_,14.74
_25215_,14.74
_26956_,14.74
_01328_,14.725
_04576_,14.72
_06003_,14.72
_08525_,14.72
_10148_,14.72
_10970_,14.72
_12017_,14.72
_12973_,14.72
_13835_,14.72
_15008_,14.72
_18200_,14.72
_23506_,14.72
_23879_,14.72
_25303_,14.72
_25422_,14.72
_26076_,14.72
net947,14.72
_01457_,14.7
_02285_,14.7
_02331_,14.7
_02901_,14.7
_04231_,14.7
_06373_,14.7
_07183_,14.7
_09619_,14.7
_10533_,14.7
_10655_,14.7
_17844_,14.7
_25108_,14.7
_26970_,14.7
_09897_,14.69
_01166_,14.68
_02423_,14.68
_02543_,14.68
_04110_,14.68
_06280_,14.68
_06711_,14.68
_07355_,14.68
_07474_,14.68
_08880_,14.68
_11069_,14.68
_12360_,14.68
_13922_,14.68
_15023_,14.68
_15754_,14.68
_16157_,14.68
_19139_,14.68
_20361_,14.68
_24025_,14.68
_24256_,14.68
_24718_,14.68
_25794_,14.68
_01611_,14.66
_01752_,14.66
_03304_,14.66
_06239_,14.66
_16110_,14.66
_17992_,14.66
_24689_,14.66
_25453_,14.66
_19081_,14.65
_25236_,14.65
_04365_,14.64
_04724_,14.64
_06167_,14.64
_06449_,14.64
_07331_,14.64
_10905_,14.64
_12187_,14.64
_13125_,14.64
_13453_,14.64
_14051_,14.64
_14781_,14.64
_16138_,14.64
_17152_,14.64
_17431_,14.64
_17781_,14.64
_18955_,14.64
_19305_,14.64
_22710_,14.64
_23377_,14.64
_23684_,14.64
_24032_,14.64
_24699_,14.64
_26853_,14.64
_09923_,14.635
_05458_,14.62
_06061_,14.62
_07369_,14.62
_07906_,14.62
_09626_,14.62
_10031_,14.62
_11280_,14.62
_11710_,14.62
_19542_,14.62
_20488_,14.62
net962,14.615
_18630_,14.605
_06800_,14.6
_09506_,14.6
_09720_,14.6
_10249_,14.6
_10820_,14.6
_10934_,14.6
_13081_,14.6
_13400_,14.6
_17396_,14.6
_19865_,14.6
_21157_,14.6
_23073_,14.6
_25525_,14.6
_25654_,14.6
u_core0.ROW\[22\].COL\[0\].u_pe.b_out\[1\],14.6
_04887_,14.58
_06040_,14.58
_10006_,14.58
_14511_,14.58
_21610_,14.58
_21834_,14.58
_23915_,14.58
_24807_,14.58
_26003_,14.58
net662,14.58
_01236_,14.57
_03474_,14.56
_04951_,14.56
_09843_,14.56
_10902_,14.56
_12707_,14.56
_23730_,14.56
_25103_,14.56
_26104_,14.56
net1031,14.56
_19805_,14.545
_00946_,14.54
_02848_,14.54
_04447_,14.54
_05489_,14.54
_05578_,14.54
_06677_,14.54
_07404_,14.54
_07993_,14.54
_09315_,14.54
_10254_,14.54
_14405_,14.54
_15761_,14.54
_20663_,14.54
_24537_,14.54
_26342_,14.54
_22350_,14.535
_06068_,14.53
_13399_,14.53
_02025_,14.52
_03544_,14.52
_04216_,14.52
_04878_,14.52
_05035_,14.52
_06634_,14.52
_08085_,14.52
_09532_,14.52
_10263_,14.52
_11073_,14.52
_11464_,14.52
_13140_,14.52
_13398_,14.52
_13640_,14.52
_14148_,14.52
_15025_,14.52
_15336_,14.52
_16524_,14.52
_17211_,14.52
_19091_,14.52
_20439_,14.52
_20582_,14.52
_20703_,14.52
_22272_,14.52
_23282_,14.52
clknet_leaf_124_clk,14.52
_00098_,14.5
_03732_,14.5
_09663_,14.5
_16097_,14.5
_16347_,14.5
_17404_,14.5
_17783_,14.5
_20919_,14.5
_22674_,14.5
_24119_,14.5
_26000_,14.5
u_core0.ROW\[20\].COL\[0\].u_pe.sum_out\[19\],14.5
_08537_,14.49
_13046_,14.485
_13325_,14.485
_02042_,14.48
_03668_,14.48
_07634_,14.48
_08404_,14.48
_09013_,14.48
_11022_,14.48
_12237_,14.48
_18790_,14.48
_20904_,14.48
_21744_,14.48
_22305_,14.48
_26353_,14.48
_20711_,14.47
_02358_,14.46
_03244_,14.46
_03490_,14.46
_07515_,14.46
_11118_,14.46
_12985_,14.46
_14856_,14.46
_15321_,14.46
_16458_,14.46
_16993_,14.46
_17186_,14.46
_19613_,14.46
_23816_,14.46
_25796_,14.46
net785,14.46
_12080_,14.45
net658,14.45
_03859_,14.44
_04656_,14.44
_06740_,14.44
_12325_,14.44
_16129_,14.44
_20889_,14.44
_21838_,14.44
_19877_,14.43
net660,14.43
_00022_,14.42
_00651_,14.42
_01960_,14.42
_02632_,14.42
_06645_,14.42
_06701_,14.42
_06721_,14.42
_09513_,14.42
_14110_,14.42
_14629_,14.42
_14834_,14.42
_14867_,14.42
_16634_,14.42
_18395_,14.42
_18466_,14.42
_18468_,14.42
_21599_,14.42
_22054_,14.42
_22848_,14.42
_24087_,14.42
_24234_,14.42
_24493_,14.42
u_core0.ROW\[11\].COL\[0\].u_pe.sum_out\[5\],14.42
_01224_,14.4
_01970_,14.4
_05807_,14.4
_06010_,14.4
_07591_,14.4
_09383_,14.4
_09885_,14.4
_10057_,14.4
_11599_,14.4
_16750_,14.4
_22050_,14.4
_22421_,14.4
_24046_,14.4
_26144_,14.4
_26558_,14.4
u_core0.ROW\[6\].COL\[0\].u_pe.sum_out\[2\],14.4
_18873_,14.395
_04223_,14.38
_05720_,14.38
_08812_,14.38
_10302_,14.38
_11229_,14.38
_17333_,14.38
_25359_,14.38
_25540_,14.38
_25827_,14.38
_25828_,14.38
u_core0.ROW\[4\].COL\[1\].u_pe.b_out\[5\],14.38
u_core0.ROW\[8\].COL\[0\].u_pe.sum_out\[6\],14.38
result[20],14.37
result[22],14.37
_01712_,14.36
_02795_,14.36
_04022_,14.36
_05492_,14.36
_13423_,14.36
_15039_,14.36
_15591_,14.36
_18476_,14.36
_19931_,14.36
_22960_,14.36
_25797_,14.36
_02094_,14.35
_26394_,14.35
data_in_broad[20],14.35
_01961_,14.34
_03789_,14.34
_07672_,14.34
_08041_,14.34
_08087_,14.34
_08832_,14.34
_09302_,14.34
_10366_,14.34
_13442_,14.34
_14632_,14.34
_15314_,14.34
_20902_,14.34
u_core0.ROW\[19\].COL\[0\].u_pe.sum_out\[18\],14.34
u_core0.ROW\[21\].COL\[0\].u_pe.sum_out\[19\],14.34
_08849_,14.335
_23335_,14.335
_07511_,14.325
_01358_,14.32
_04393_,14.32
_05869_,14.32
_05972_,14.32
_12907_,14.32
_18762_,14.32
_21231_,14.32
_21783_,14.32
_22433_,14.32
_23375_,14.32
_24327_,14.32
_25559_,14.32
_25643_,14.32
u_core0.ROW\[28\].COL\[0\].u_pe.sum_out\[12\],14.32
_22278_,14.315
_03107_,14.31
_19016_,14.31
_03402_,14.3
_04808_,14.3
_04901_,14.3
_08862_,14.3
_10507_,14.3
_10909_,14.3
_11031_,14.3
_15465_,14.3
_18621_,14.3
_21368_,14.3
_21733_,14.3
_22483_,14.3
_22824_,14.3
_22900_,14.3
_23154_,14.3
_23464_,14.3
_25309_,14.3
_26313_,14.3
_26728_,14.3
_07915_,14.295
_13612_,14.29
_05852_,14.28
_06635_,14.28
_10450_,14.28
_12814_,14.28
_13127_,14.28
_20390_,14.28
_23681_,14.28
u_core0.ROW\[4\].COL\[1\].u_pe.b_out\[7\],14.28
data_in_broad[15],14.27
_03027_,14.26
_04866_,14.26
_08352_,14.26
_11075_,14.26
_11264_,14.26
_11545_,14.26
_12504_,14.26
_12802_,14.26
_13280_,14.26
_15773_,14.26
_18590_,14.26
_19148_,14.26
_21913_,14.26
_23259_,14.26
_23846_,14.26
_24324_,14.26
_25080_,14.26
_26092_,14.26
_26349_,14.26
_26617_,14.26
u_core0.ROW\[24\].COL\[0\].u_pe.sum_out\[16\],14.26
_05018_,14.255
_13038_,14.24
_16509_,14.24
_19990_,14.24
_23930_,14.24
_25817_,14.24
_26717_,14.24
u_core0.ROW\[6\].COL\[0\].u_pe.sum_out\[0\],14.24
_26997_,14.235
_13507_,14.23
_25073_,14.23
_05134_,14.22
_05675_,14.22
_12015_,14.22
_13014_,14.22
_14802_,14.22
_15841_,14.22
_17060_,14.22
_24039_,14.22
_25942_,14.22
_26835_,14.22
net822,14.22
net945,14.22
_05683_,14.2
_08263_,14.2
_10720_,14.2
_11697_,14.2
_12995_,14.2
_17050_,14.2
_18322_,14.2
_21763_,14.2
_21875_,14.2
_16212_,14.195
_10757_,14.19
_00177_,14.18
_00436_,14.18
_01365_,14.18
_03121_,14.18
_03425_,14.18
_04138_,14.18
_04263_,14.18
_05799_,14.18
_08179_,14.18
_08244_,14.18
_08437_,14.18
_10239_,14.18
_12828_,14.18
_13795_,14.18
_13834_,14.18
_14268_,14.18
_15342_,14.18
_15473_,14.18
_16105_,14.18
_18227_,14.18
_19080_,14.18
_21576_,14.18
_21732_,14.18
_22588_,14.18
_23200_,14.18
_23427_,14.18
_23745_,14.18
_26402_,14.18
net664,14.18
u_core0.ROW\[0\].COL\[0\].u_pe.sum_out\[0\],14.18
u_core0.ROW\[10\].COL\[0\].u_pe.sum_out\[17\],14.18
u_core0.ROW\[12\].COL\[1\].u_pe.sum_out\[10\],14.18
u_core0.ROW\[4\].COL\[0\].u_pe.sum_out\[4\],14.18
_02096_,14.16
_03716_,14.16
_04570_,14.16
_07143_,14.16
_13247_,14.16
_15251_,14.16
_17356_,14.16
_19239_,14.16
_19560_,14.16
_19607_,14.16
_21694_,14.16
_15360_,14.155
_05707_,14.15
_22036_,14.15
_00139_,14.14
_04827_,14.14
_05601_,14.14
_05998_,14.14
_06478_,14.14
_09265_,14.14
_11178_,14.14
_14798_,14.14
_18761_,14.14
_21529_,14.14
_21893_,14.14
_23291_,14.14
_26047_,14.14
net1015,14.14
_18995_,14.135
_14137_,14.13
_03299_,14.12
_04358_,14.12
_04402_,14.12
_06929_,14.12
_09536_,14.12
_11254_,14.12
_16477_,14.12
_22435_,14.12
_04612_,14.11
_01374_,14.1
_04027_,14.1
_05759_,14.1
_05803_,14.1
_06315_,14.1
_08421_,14.1
_08505_,14.1
_10020_,14.1
_11744_,14.1
_12180_,14.1
_15571_,14.1
_15937_,14.1
_16321_,14.1
_19741_,14.1
_23697_,14.1
_25020_,14.1
_25238_,14.1
_25296_,14.1
_26489_,14.1
_09171_,14.095
_12321_,14.095
_25334_,14.085
_00112_,14.08
_00225_,14.08
_00410_,14.08
_01782_,14.08
_02052_,14.08
_04214_,14.08
_05208_,14.08
_05337_,14.08
_07247_,14.08
_09981_,14.08
_10205_,14.08
_18532_,14.08
_21304_,14.08
_23956_,14.08
_25733_,14.08
_03333_,14.075
_06057_,14.075
_03650_,14.07
_02255_,14.06
_03598_,14.06
_04274_,14.06
_05227_,14.06
_05245_,14.06
_07222_,14.06
_08360_,14.06
_08544_,14.06
_12736_,14.06
_13330_,14.06
_14034_,14.06
_17525_,14.06
_18125_,14.06
_18965_,14.06
_23638_,14.06
_26586_,14.06
u_core0.ROW\[25\].COL\[0\].u_pe.b_out\[5\],14.06
u_core0.ROW\[25\].COL\[0\].u_pe.sum_out\[5\],14.06
u_core0.ROW\[28\].COL\[0\].u_pe.sum_out\[16\],14.06
u_core0.ROW\[4\].COL\[1\].u_pe.sum_out\[11\],14.06
_05612_,14.055
_24314_,14.05
_00630_,14.04
_05562_,14.04
_05985_,14.04
_10475_,14.04
_11026_,14.04
_12097_,14.04
_15448_,14.04
_15702_,14.04
_16611_,14.04
_17517_,14.04
_20002_,14.04
_20882_,14.04
_20909_,14.04
_21244_,14.04
_22041_,14.04
_22246_,14.04
_23239_,14.04
_24003_,14.04
u_core0.A_inputs\[130\],14.04
net884,14.04
_20205_,14.03
_02762_,14.02
_05259_,14.02
_07325_,14.02
_07377_,14.02
_10207_,14.02
_11880_,14.02
_12957_,14.02
_17322_,14.02
_18846_,14.02
_19059_,14.02
_22127_,14.02
_22319_,14.02
_22737_,14.02
_23763_,14.02
_24026_,14.02
_24448_,14.02
_24991_,14.02
_25523_,14.02
u_core0.ROW\[10\].COL\[0\].u_pe.sum_out\[16\],14.02
_02757_,14.01
_06492_,14.005
_00532_,14
_04088_,14
_06582_,14
_10932_,14
_12052_,14
_12444_,14
_14403_,14
_18452_,14
_18652_,14
_21120_,14
_23709_,14
_23785_,14
_23790_,14
_24434_,14
_24746_,14
u_core0.ROW\[18\].COL\[0\].u_pe.sum_out\[18\],14
u_core0.ROW\[22\].COL\[0\].u_pe.sum_out\[5\],14
clknet_leaf_72_clk,14
_02839_,13.99
net659,13.99
net657,13.99
_00599_,13.98
_00637_,13.98
_01949_,13.98
_06907_,13.98
_09592_,13.98
_09940_,13.98
_18999_,13.98
_24199_,13.98
_25284_,13.98
u_core0.ROW\[25\].COL\[0\].u_pe.sum_out\[10\],13.98
_00898_,13.965
_15376_,13.965
_01692_,13.96
_02031_,13.96
_02301_,13.96
_03371_,13.96
_04683_,13.96
_05748_,13.96
_06013_,13.96
_06939_,13.96
_07083_,13.96
_07801_,13.96
_08620_,13.96
_10438_,13.96
_13070_,13.96
_14757_,13.96
_16365_,13.96
_20812_,13.96
_22887_,13.96
_23477_,13.96
_23970_,13.96
_26287_,13.96
_26308_,13.96
_05942_,13.955
_15405_,13.955
_21163_,13.95
net661,13.95
net663,13.95
_01441_,13.94
_03406_,13.94
_06411_,13.94
_08921_,13.94
_10543_,13.94
_11360_,13.94
_11947_,13.94
_14061_,13.94
_15020_,13.94
_17345_,13.94
_18925_,13.94
_21502_,13.94
_21953_,13.94
_23602_,13.94
_24529_,13.94
_24987_,13.94
_26038_,13.94
_26435_,13.94
_00975_,13.92
_01000_,13.92
_01505_,13.92
_02318_,13.92
_02462_,13.92
_03428_,13.92
_03663_,13.92
_04230_,13.92
_04537_,13.92
_09317_,13.92
_09331_,13.92
_10131_,13.92
_15343_,13.92
_15908_,13.92
_17968_,13.92
_18203_,13.92
_19108_,13.92
_21376_,13.92
_22023_,13.92
_23078_,13.92
_17704_,13.91
data_in_broad[4],13.91
_04165_,13.9
_06687_,13.9
_08991_,13.9
_10219_,13.9
_18011_,13.9
_18958_,13.9
_19762_,13.9
_22212_,13.9
_23769_,13.9
_23836_,13.9
_24376_,13.885
_03581_,13.88
_05330_,13.88
_08447_,13.88
_08688_,13.88
_15096_,13.88
_15894_,13.88
_16220_,13.88
_16303_,13.88
_16678_,13.88
_20814_,13.88
_24787_,13.88
_24796_,13.88
_14430_,13.87
_14900_,13.87
_20932_,13.87
_06631_,13.86
_10348_,13.86
_11680_,13.86
_12224_,13.86
_21100_,13.86
_21782_,13.86
_23541_,13.86
_25157_,13.86
u_core0.ROW\[25\].COL\[0\].u_pe.sum_out\[3\],13.86
_08807_,13.855
_23703_,13.85
_01832_,13.84
_02128_,13.84
_02813_,13.84
_03172_,13.84
_03569_,13.84
_04308_,13.84
_04483_,13.84
_04763_,13.84
_04960_,13.84
_05033_,13.84
_05806_,13.84
_06020_,13.84
_07249_,13.84
_07859_,13.84
_08340_,13.84
_09498_,13.84
_10544_,13.84
_10674_,13.84
_11751_,13.84
_12737_,13.84
_14388_,13.84
_14965_,13.84
_16727_,13.84
_17518_,13.84
_17631_,13.84
_19532_,13.84
_25744_,13.84
_26987_,13.84
_11846_,13.835
_03765_,13.82
_05776_,13.82
_07571_,13.82
_09876_,13.82
_10240_,13.82
_13948_,13.82
_14943_,13.82
_15160_,13.82
_16238_,13.82
_16570_,13.82
_17967_,13.82
_23008_,13.82
_24230_,13.82
_26341_,13.82
_26445_,13.82
_02220_,13.81
_19153_,13.81
_00635_,13.805
_01493_,13.8
_02168_,13.8
_04221_,13.8
_05150_,13.8
_05750_,13.8
_11668_,13.8
_12984_,13.8
_16040_,13.8
_17366_,13.8
_19453_,13.8
_22316_,13.8
_23448_,13.8
_23633_,13.8
_25233_,13.8
u_core0.ROW\[13\].COL\[0\].u_pe.sum_out\[10\],13.8
_02499_,13.795
_12295_,13.79
_01598_,13.78
_02210_,13.78
_11627_,13.78
_14848_,13.78
_19971_,13.78
_17428_,13.77
_18504_,13.77
_00030_,13.76
_06458_,13.76
_07553_,13.76
_08548_,13.76
_09515_,13.76
_09690_,13.76
_10238_,13.76
_13781_,13.76
_13979_,13.76
_15128_,13.76
_19230_,13.76
_20445_,13.76
_24738_,13.76
_25186_,13.76
_26470_,13.76
_26504_,13.76
u_core0.ROW\[3\].COL\[0\].u_pe.b_out\[4\],13.76
_02244_,13.74
_06529_,13.74
_07853_,13.74
_08958_,13.74
_12640_,13.74
_13604_,13.74
_19652_,13.74
_21624_,13.74
_25439_,13.74
u_core0.ROW\[16\].COL\[0\].u_pe.sum_out\[16\],13.74
_26549_,13.73
_00178_,13.72
_07430_,13.72
_07655_,13.72
_12136_,13.72
_13111_,13.72
_13321_,13.72
_13331_,13.72
_15073_,13.72
_15214_,13.72
_16638_,13.72
_17130_,13.72
_17456_,13.72
_19813_,13.72
_19979_,13.72
_20487_,13.72
_21962_,13.72
_22083_,13.72
_23298_,13.72
_23548_,13.72
_25214_,13.72
_25812_,13.72
_26293_,13.72
_26924_,13.72
_00984_,13.7
_01453_,13.7
_05014_,13.7
_08115_,13.7
_11954_,13.7
_12939_,13.7
_14830_,13.7
_15746_,13.7
_18800_,13.7
_22841_,13.7
_24148_,13.7
_26273_,13.7
_26383_,13.7
_26847_,13.7
_19581_,13.695
_15842_,13.69
_04553_,13.685
_02340_,13.68
_02386_,13.68
_02666_,13.68
_02695_,13.68
_06544_,13.68
_09840_,13.68
_10373_,13.68
_13350_,13.68
_13413_,13.68
_15040_,13.68
_19009_,13.68
_19017_,13.68
_19734_,13.68
_20794_,13.68
_21508_,13.68
_22714_,13.68
_23034_,13.68
_23420_,13.68
_26516_,13.68
_26898_,13.68
u_core0.ROW\[25\].COL\[0\].u_pe.b_out\[2\],13.68
_17457_,13.67
_00136_,13.66
_00137_,13.66
_00396_,13.66
_07697_,13.66
_07772_,13.66
_10510_,13.66
_11633_,13.66
_11773_,13.66
_13862_,13.66
_17480_,13.66
_19364_,13.645
_01919_,13.64
_02326_,13.64
_03968_,13.64
_05950_,13.64
_06364_,13.64
_12191_,13.64
_12472_,13.64
_12749_,13.64
_13443_,13.64
_15697_,13.64
_20970_,13.64
_24265_,13.64
_15329_,13.635
_00804_,13.62
_01958_,13.62
_03239_,13.62
_04637_,13.62
_05073_,13.62
_08433_,13.62
_14332_,13.62
_14686_,13.62
_17126_,13.62
_18866_,13.62
_19793_,13.62
_21392_,13.62
_24121_,13.62
_26247_,13.62
u_core0.ROW\[30\].COL\[1\].u_pe.b_out\[3\],13.62
_08445_,13.61
_15794_,13.61
_01101_,13.6
_01260_,13.6
_02157_,13.6
_02320_,13.6
_05158_,13.6
_06123_,13.6
_06766_,13.6
_07878_,13.6
_08086_,13.6
_08199_,13.6
_08326_,13.6
_08342_,13.6
_08791_,13.6
_11682_,13.6
_12364_,13.6
_14674_,13.6
_15717_,13.6
_16944_,13.6
_16954_,13.6
_17582_,13.6
_17793_,13.6
_17927_,13.6
_21188_,13.6
_21640_,13.6
_21772_,13.6
_22115_,13.6
_22178_,13.6
_23184_,13.6
_24109_,13.6
data_in_broad[29],13.6
net728,13.6
_03226_,13.59
u_core0.ROW\[13\].COL\[1\].u_pe.sum_out\[5\],13.585
_00283_,13.58
_01108_,13.58
_01458_,13.58
_02820_,13.58
_08003_,13.58
_09922_,13.58
_21876_,13.58
_22146_,13.58
_22312_,13.58
_22906_,13.58
_25670_,13.58
_26141_,13.58
u_core0.ROW\[28\].COL\[0\].u_pe.sum_out\[3\],13.58
_04708_,13.575
_07003_,13.575
_02249_,13.56
_03431_,13.56
_03850_,13.56
_05970_,13.56
_12066_,13.56
_13634_,13.56
_17953_,13.56
_19287_,13.56
_19511_,13.56
_21801_,13.56
_22068_,13.56
_25952_,13.56
_26641_,13.56
_13933_,13.55
_01472_,13.54
_01962_,13.54
_04361_,13.54
_07484_,13.54
_07789_,13.54
_08097_,13.54
_08323_,13.54
_09481_,13.54
_12030_,13.54
_17047_,13.54
_18760_,13.54
_18912_,13.54
_19758_,13.54
_24001_,13.54
_24228_,13.54
_25806_,13.54
u_core0.ROW\[4\].COL\[1\].u_pe.b_out\[3\],13.54
_05094_,13.535
_07805_,13.53
_24510_,13.53
_02453_,13.52
_06108_,13.52
_07025_,13.52
_10068_,13.52
_10697_,13.52
_12131_,13.52
_14955_,13.52
_16487_,13.52
_16763_,13.52
_20308_,13.52
_23104_,13.52
_24573_,13.52
_01298_,13.5
_02439_,13.5
_03368_,13.5
_03903_,13.5
_04744_,13.5
_05322_,13.5
_07125_,13.5
_07939_,13.5
_09270_,13.5
_09342_,13.5
_09541_,13.5
_10904_,13.5
_10969_,13.5
_12560_,13.5
_12649_,13.5
_13377_,13.5
_20820_,13.5
_21619_,13.5
net922,13.5
_06794_,13.495
_15363_,13.49
_01271_,13.48
_02147_,13.48
_02316_,13.48
_03273_,13.48
_03315_,13.48
_03442_,13.48
_04232_,13.48
_05096_,13.48
_06056_,13.48
_06623_,13.48
_06771_,13.48
_07545_,13.48
_08730_,13.48
_09901_,13.48
_11227_,13.48
_13002_,13.48
_13739_,13.48
_15033_,13.48
_15718_,13.48
_16507_,13.48
_17049_,13.48
_19210_,13.48
_21365_,13.48
_21406_,13.48
_21620_,13.48
_21845_,13.48
_24594_,13.48
_24845_,13.48
_24881_,13.48
_14030_,13.475
_01540_,13.46
_02437_,13.46
_05055_,13.46
_07594_,13.46
_09614_,13.46
_13726_,13.46
_19225_,13.46
_20186_,13.46
_21757_,13.46
_21823_,13.46
_22963_,13.46
_25110_,13.46
_25602_,13.46
_25936_,13.46
u_core0.ROW\[12\].COL\[0\].u_pe.sum_out\[6\],13.46
_24038_,13.455
_24580_,13.455
_18173_,13.45
data_in_broad[16],13.45
_02552_,13.44
_06076_,13.44
_10884_,13.44
_13306_,13.44
_14451_,13.44
_14720_,13.44
_16715_,13.44
_17447_,13.44
_20916_,13.44
u_core0.ROW\[13\].COL\[0\].u_pe.sum_out\[11\],13.44
_03514_,13.43
_24099_,13.43
_01214_,13.42
_02748_,13.42
_04942_,13.42
_08371_,13.42
_10387_,13.42
_11127_,13.42
_12134_,13.42
_12464_,13.42
_16874_,13.42
_18097_,13.42
u_core0.ROW\[10\].COL\[0\].u_pe.a_out\[5\],13.42
u_core0.ROW\[2\].COL\[0\].u_pe.sum_out\[4\],13.42
u_core0.ROW\[3\].COL\[0\].u_pe.sum_out\[10\],13.42
_23251_,13.415
_03419_,13.4
_04327_,13.4
_04801_,13.4
_05049_,13.4
_05053_,13.4
_07724_,13.4
_13652_,13.4
_19257_,13.4
_04842_,13.39
_12965_,13.39
_08869_,13.385
_02611_,13.38
_03804_,13.38
_04780_,13.38
_06235_,13.38
_07532_,13.38
_08417_,13.38
_09948_,13.38
_10935_,13.38
_11122_,13.38
_11837_,13.38
_12130_,13.38
_13008_,13.38
_13153_,13.38
_13386_,13.38
_15668_,13.38
_16073_,13.38
_16108_,13.38
_16234_,13.38
_19320_,13.38
_20535_,13.38
_20753_,13.38
_23297_,13.38
_23756_,13.38
_24201_,13.38
u_core0.ROW\[10\].COL\[1\].u_pe.sum_in\[2\],13.38
u_core0.ROW\[3\].COL\[1\].u_pe.b_out\[5\],13.38
_05093_,13.37
_03794_,13.36
_13053_,13.36
_14391_,13.36
_15115_,13.36
_16393_,13.36
_16434_,13.36
_17409_,13.36
_17766_,13.36
_18620_,13.36
_22271_,13.36
_22378_,13.36
_23585_,13.36
_25464_,13.36
_25691_,13.36
_25748_,13.36
_19761_,13.355
_05504_,13.35
result[11],13.35
result[13],13.35
result[15],13.35
result[17],13.35
result[23],13.35
result[25],13.35
result[3],13.35
result[5],13.35
result[7],13.35
result[9],13.35
_01188_,13.34
_03178_,13.34
_04687_,13.34
_06965_,13.34
_07171_,13.34
_08835_,13.34
_11413_,13.34
_12460_,13.34
_16133_,13.34
_16342_,13.34
_17500_,13.34
_20892_,13.34
_21360_,13.34
_21941_,13.34
_22045_,13.34
_23483_,13.34
_23843_,13.34
_25910_,13.34
_26216_,13.34
_26251_,13.34
u_core0.ROW\[26\].COL\[0\].u_pe.sum_out\[1\],13.34
u_core0.ROW\[4\].COL\[1\].u_pe.b_out\[2\],13.34
_25629_,13.33
_02847_,13.32
_03844_,13.32
_11804_,13.32
_12602_,13.32
_14046_,13.32
_15416_,13.32
_19836_,13.32
_20897_,13.32
_05290_,13.3
_07055_,13.3
_08816_,13.3
_10062_,13.3
_10603_,13.3
_14129_,13.3
_14676_,13.3
_23783_,13.3
_24233_,13.3
_25149_,13.3
_25511_,13.3
