net,length_um
u_core0.ROW\[3\].COL\[0\].u_pe.sum_out\[18\],16.98
u_core0.ROW\[8\].COL\[1\].u_pe.sum_out\[8\],16.98
_04582_,16.97
_00573_,16.96
_03580_,16.96
_04295_,16.96
_04731_,16.96
_05988_,16.96
_06580_,16.96
_09491_,16.96
_11379_,16.96
_11754_,16.96
_13787_,16.96
_18861_,16.96
_18970_,16.96
_19507_,16.96
_19546_,16.96
_21817_,16.96
_21994_,16.96
_22665_,16.96
_25900_,16.96
_26848_,16.96
_13075_,16.955
_20393_,16.95
_01140_,16.94
_03812_,16.94
_06236_,16.94
_09745_,16.94
_13502_,16.94
_14317_,16.94
_16982_,16.94
_18644_,16.94
_19242_,16.94
_20077_,16.94
_21369_,16.94
_26029_,16.94
u_core0.ROW\[11\].COL\[1\].u_pe.sum_out\[0\],16.94
_02240_,16.92
_03375_,16.92
_03430_,16.92
_06032_,16.92
_06193_,16.92
_12397_,16.92
_14320_,16.92
_19913_,16.92
_24379_,16.92
_01794_,16.91
_06206_,16.905
_00418_,16.9
_00940_,16.9
_02822_,16.9
_03075_,16.9
_06422_,16.9
_09803_,16.9
_14273_,16.9
_15798_,16.9
_16299_,16.9
_16305_,16.9
_17255_,16.9
_17275_,16.9
_19567_,16.9
_20188_,16.9
_20476_,16.9
_21708_,16.9
_26774_,16.9
_09789_,16.885
_01343_,16.88
_02902_,16.88
_06047_,16.88
_11550_,16.88
_16963_,16.88
_23157_,16.88
_07011_,16.86
_11506_,16.86
_13444_,16.86
_16480_,16.86
_21258_,16.86
_23637_,16.86
_26964_,16.86
u_core0.ROW\[11\].COL\[0\].u_pe.sum_out\[4\],16.86
_21194_,16.85
_02343_,16.845
_00145_,16.84
_00384_,16.84
_05434_,16.84
_06948_,16.84
_13485_,16.84
_15505_,16.84
_17462_,16.84
_18087_,16.84
_18205_,16.84
_18765_,16.84
_01263_,16.82
_02685_,16.82
_02831_,16.82
_03341_,16.82
_05941_,16.82
_07237_,16.82
_09012_,16.82
_11210_,16.82
_12851_,16.82
_14739_,16.82
_18570_,16.82
_01175_,16.8
_02237_,16.8
_03568_,16.8
_05959_,16.8
_07521_,16.8
_10921_,16.8
_12409_,16.8
_19376_,16.8
_22020_,16.8
_23902_,16.8
_25845_,16.8
_07105_,16.795
_04986_,16.79
_05546_,16.79
_00336_,16.78
_02251_,16.78
_04501_,16.78
_04636_,16.78
_05362_,16.78
_06004_,16.78
_07566_,16.78
_08551_,16.78
_10091_,16.78
_11042_,16.78
_12660_,16.78
_14004_,16.78
_14670_,16.78
u_core0.ROW\[6\].COL\[0\].u_pe.sum_out\[13\],16.78
_07831_,16.77
_19776_,16.77
_03830_,16.76
_04862_,16.76
_10800_,16.76
_11648_,16.76
_12485_,16.76
_16879_,16.76
_18942_,16.76
_19948_,16.76
_22128_,16.76
_26219_,16.76
u_core0.ROW\[26\].COL\[0\].u_pe.sum_out\[4\],16.76
_20138_,16.75
_02274_,16.74
_02443_,16.74
_05069_,16.74
_08483_,16.74
_09382_,16.74
_10687_,16.74
_17822_,16.74
_17964_,16.74
_18154_,16.74
_21905_,16.74
_26298_,16.73
_03888_,16.72
_05058_,16.72
_07368_,16.72
_11949_,16.72
_14187_,16.72
_14322_,16.72
_18239_,16.72
_24910_,16.72
_04627_,16.7
_06122_,16.7
_11240_,16.7
_13052_,16.7
_19265_,16.7
_20182_,16.7
_20806_,16.7
_21122_,16.7
net951,16.69
_02293_,16.68
_02328_,16.68
_08426_,16.68
_11055_,16.68
_12049_,16.68
_12173_,16.68
_16888_,16.68
_17484_,16.68
_18941_,16.68
_19335_,16.68
_23190_,16.68
_25358_,16.68
_26083_,16.68
_26526_,16.68
u_core0.ROW\[28\].COL\[0\].u_pe.sum_out\[11\],16.68
_14233_,16.67
_03591_,16.66
_03839_,16.66
_05397_,16.66
_06385_,16.66
_06725_,16.66
_06970_,16.66
_12143_,16.66
_17136_,16.66
_17946_,16.66
_18868_,16.66
_19200_,16.66
_21108_,16.66
_23750_,16.66
_23898_,16.66
_25945_,16.66
net1001,16.66
_19371_,16.655
_24538_,16.65
_09259_,16.64
_11730_,16.64
_11778_,16.64
_12280_,16.64
_13035_,16.64
_13065_,16.64
_15634_,16.64
_23273_,16.64
_24164_,16.64
_24306_,16.64
_24552_,16.64
u_core0.ROW\[20\].COL\[0\].u_pe.sum_out\[12\],16.64
u_core0.ROW\[2\].COL\[0\].u_pe.sum_out\[12\],16.64
_04191_,16.635
_26363_,16.635
_06448_,16.62
_06506_,16.62
_08385_,16.62
_11922_,16.62
_12315_,16.62
_15367_,16.62
_17634_,16.62
_24129_,16.62
_26529_,16.62
_26640_,16.62
_19087_,16.615
_00306_,16.6
_03925_,16.6
_04640_,16.6
_04647_,16.6
_09639_,16.6
_09707_,16.6
_10282_,16.6
_10448_,16.6
_12193_,16.6
_12375_,16.6
_13131_,16.6
_15522_,16.6
_20042_,16.6
_22581_,16.6
_25364_,16.6
_26462_,16.6
_24876_,16.595
_05836_,16.59
_02726_,16.58
_03217_,16.58
_03404_,16.58
_08102_,16.58
_11529_,16.58
_12363_,16.58
_15333_,16.58
_16968_,16.58
_17532_,16.58
_17800_,16.58
_21141_,16.58
_03229_,16.57
_03478_,16.56
_03802_,16.56
_05626_,16.56
_08284_,16.56
_12169_,16.56
_12684_,16.56
_13134_,16.56
_13221_,16.56
_13341_,16.56
_19756_,16.56
_20006_,16.56
_22764_,16.56
_13334_,16.555
_15016_,16.55
_03838_,16.54
_06409_,16.54
_06452_,16.54
_07701_,16.54
_08480_,16.54
_12958_,16.54
_16542_,16.54
_17820_,16.54
_18403_,16.54
_22722_,16.54
_25041_,16.54
_26830_,16.54
u_core0.ROW\[13\].COL\[0\].u_pe.sum_out\[7\],16.54
u_core0.ROW\[8\].COL\[1\].u_pe.sum_out\[10\],16.54
data_in_broad[24],16.53
_02944_,16.52
_06120_,16.52
_09274_,16.52
_10141_,16.52
_17744_,16.52
_18265_,16.52
_22757_,16.52
_24285_,16.52
_03232_,16.5
_04659_,16.5
_05679_,16.5
_12804_,16.5
_16189_,16.5
_18854_,16.5
_20596_,16.5
_22364_,16.5
_24221_,16.5
_25306_,16.5
_07121_,16.49
_06418_,16.48
_08738_,16.48
_09205_,16.48
_10571_,16.48
_11765_,16.48
_12506_,16.48
_14224_,16.48
_15923_,16.48
_17169_,16.48
_18321_,16.48
_20765_,16.48
_24359_,16.48
_24595_,16.48
_26916_,16.48
_20990_,16.47
_02083_,16.46
_03275_,16.46
_04628_,16.46
_06078_,16.46
_07036_,16.46
_08288_,16.46
_12838_,16.46
_20271_,16.46
_27009_,16.46
_07542_,16.45
_03144_,16.44
_05697_,16.44
_06291_,16.44
_09247_,16.44
_14155_,16.44
_14860_,16.44
_15317_,16.44
_15994_,16.44
_16079_,16.44
_16275_,16.44
_16609_,16.44
_17919_,16.44
_19064_,16.44
_19962_,16.44
_20019_,16.44
_20216_,16.44
_25049_,16.44
u_core0.ROW\[14\].COL\[1\].u_pe.sum_out\[1\],16.44
u_core0.ROW\[6\].COL\[0\].u_pe.sum_out\[18\],16.44
_01468_,16.42
_02427_,16.42
_07224_,16.42
_07394_,16.42
_07488_,16.42
_12316_,16.42
_17622_,16.42
_24697_,16.42
_07877_,16.41
_14789_,16.41
_20570_,16.41
_10763_,16.405
_01341_,16.4
_01444_,16.4
_05206_,16.4
_07961_,16.4
_08664_,16.4
_13023_,16.4
_13571_,16.4
_18151_,16.4
_21704_,16.4
_22903_,16.4
_26832_,16.4
net856,16.4
_04602_,16.38
_06921_,16.38
_07514_,16.38
_14065_,16.38
_20171_,16.38
_20529_,16.38
_21394_,16.38
_23753_,16.38
_24756_,16.38
u_core0.ROW\[6\].COL\[1\].u_pe.sum_out\[5\],16.38
_04275_,16.37
_19488_,16.37
_03344_,16.36
_09831_,16.36
_10522_,16.36
_10718_,16.36
_13709_,16.36
_16726_,16.36
_18968_,16.36
_19918_,16.36
_21000_,16.36
_21236_,16.36
_24609_,16.36
_25085_,16.36
_26497_,16.36
u_core0.ROW\[17\].COL\[0\].u_pe.sum_out\[4\],16.36
u_core0.ROW\[4\].COL\[1\].u_pe.sum_out\[2\],16.36
_02898_,16.34
_13458_,16.34
_17453_,16.34
_18678_,16.34
_18836_,16.34
_22672_,16.34
u_core0.ROW\[7\].COL\[1\].u_pe.sum_out\[7\],16.34
net685,16.34
net889,16.34
_19136_,16.335
_13470_,16.33
_13120_,16.325
_02203_,16.32
_05474_,16.32
_06030_,16.32
_07023_,16.32
_08601_,16.32
_09257_,16.32
_13357_,16.32
_14379_,16.32
_19499_,16.32
_19957_,16.32
_20358_,16.32
_21167_,16.32
_21979_,16.32
u_core0.ROW\[28\].COL\[0\].u_pe.sum_out\[15\],16.32
_17592_,16.315
_12433_,16.31
_15413_,16.31
_18736_,16.31
_24114_,16.31
_00497_,16.3
_04795_,16.3
_07029_,16.3
_09645_,16.3
_10213_,16.3
_15203_,16.3
_16330_,16.3
_17459_,16.3
_22094_,16.3
_26124_,16.3
_04718_,16.29
_02246_,16.28
_05920_,16.28
_09251_,16.28
_11017_,16.28
_11774_,16.28
_12623_,16.28
_12822_,16.28
_15254_,16.28
_15801_,16.28
_20320_,16.28
_24628_,16.28
u_core0.ROW\[6\].COL\[1\].u_pe.sum_out\[7\],16.28
_06959_,16.26
_07809_,16.26
_07912_,16.26
_08936_,16.26
_11138_,16.26
_11456_,16.26
_17194_,16.26
_20249_,16.26
u_core0.ROW\[24\].COL\[1\].u_pe.b_out\[3\],16.26
u_core0.ROW\[30\].COL\[0\].u_pe.sum_out\[18\],16.26
_18497_,16.245
_02740_,16.24
_03756_,16.24
_03837_,16.24
_04093_,16.24
_04529_,16.24
_04619_,16.24
_06183_,16.24
_06668_,16.24
_07445_,16.24
_11878_,16.24
_15480_,16.24
_18935_,16.24
_18997_,16.24
_19655_,16.24
_21166_,16.24
u_core0.ROW\[23\].COL\[0\].u_pe.sum_out\[18\],16.24
_01672_,16.22
_06565_,16.22
_08976_,16.22
_16571_,16.22
_22784_,16.22
_23737_,16.22
u_core0.ROW\[12\].COL\[1\].u_pe.b_out\[1\],16.22
u_core0.ROW\[13\].COL\[0\].u_pe.sum_out\[8\],16.22
u_core0.ROW\[26\].COL\[1\].u_pe.b_out\[3\],16.22
_20105_,16.21
_25556_,16.21
_09310_,16.2
_12167_,16.2
_12668_,16.2
_13152_,16.2
_18464_,16.2
_24296_,16.2
_25538_,16.2
_25769_,16.2
_26550_,16.2
u_core0.ROW\[13\].COL\[0\].u_pe.sum_out\[1\],16.2
u_core0.ROW\[24\].COL\[0\].u_pe.sum_out\[10\],16.2
_02491_,16.195
_10491_,16.19
_04396_,16.18
_05713_,16.18
_06036_,16.18
_06516_,16.18
_08766_,16.18
_12122_,16.18
_14625_,16.18
_17550_,16.18
_23565_,16.18
_26279_,16.18
_26501_,16.18
_11514_,16.175
_25723_,16.175
_02346_,16.16
_04091_,16.16
_04550_,16.16
_07061_,16.16
_09026_,16.16
_11925_,16.16
_15141_,16.16
_17851_,16.16
_18286_,16.16
_25320_,16.16
_25713_,16.16
u_core0.ROW\[5\].COL\[0\].u_pe.sum_out\[19\],16.16
_10252_,16.155
_19916_,16.15
_03301_,16.14
_03326_,16.14
_06132_,16.14
_06476_,16.14
_06942_,16.14
_07148_,16.14
_08717_,16.14
_13679_,16.14
_16984_,16.14
_19226_,16.14
_20089_,16.14
_21019_,16.14
_24298_,16.14
_25696_,16.14
u_core0.ROW\[23\].COL\[1\].u_pe.b_out\[2\],16.14
_03164_,16.12
_06007_,16.12
_09935_,16.12
_13026_,16.12
_13539_,16.12
_14794_,16.12
_15264_,16.12
_16438_,16.12
_17893_,16.12
_19847_,16.12
_24816_,16.12
net1,16.12
_02581_,16.1
_04102_,16.1
_04996_,16.1
_05241_,16.1
_08338_,16.1
_11592_,16.1
_12741_,16.1
_13093_,16.1
_13462_,16.1
_15573_,16.1
_16464_,16.1
_16466_,16.1
_17488_,16.1
_17527_,16.1
_20068_,16.1
_26393_,16.1
_26797_,16.1
_26897_,16.1
_26912_,16.1
net688,16.1
_09993_,16.09
_14359_,16.09
_03941_,16.08
_05074_,16.08
_07123_,16.08
_09866_,16.08
_11004_,16.08
_09602_,16.075
result[24],16.07
result[26],16.07
_02492_,16.06
_04886_,16.06
_05183_,16.06
_06138_,16.06
_06977_,16.06
_07963_,16.06
_08742_,16.06
_09210_,16.06
_09837_,16.06
_09979_,16.06
_11316_,16.06
_14809_,16.06
_15143_,16.06
_18252_,16.06
_19308_,16.06
_22097_,16.06
_22216_,16.06
_24042_,16.06
_25030_,16.06
_25484_,16.06
_01081_,16.04
_05341_,16.04
_14490_,16.04
_22279_,16.035
_04675_,16.03
_04542_,16.02
_04888_,16.02
_05038_,16.02
_05564_,16.02
_10700_,16.02
_15108_,16.02
_18392_,16.02
_20791_,16.02
_21088_,16.02
_21168_,16.02
_21252_,16.02
_21313_,16.02
_23084_,16.02
u_core0.ROW\[10\].COL\[0\].u_pe.sum_in\[13\],16.02
_02006_,16.015
_13631_,16.01
_01597_,16
_06368_,16
_09027_,16
_09986_,16
_10473_,16
_11770_,16
_12772_,16
_13898_,16
_23747_,15.995
_10307_,15.985
_00210_,15.98
_00797_,15.98
_06724_,15.98
_09880_,15.98
_10025_,15.98
_10124_,15.98
_10159_,15.98
_10384_,15.98
_11110_,15.98
_12274_,15.98
_13583_,15.98
_13790_,15.98
_14680_,15.98
_15102_,15.98
_16327_,15.98
_16780_,15.98
_17445_,15.98
_18219_,15.98
_20289_,15.98
data_in_broad[31],15.98
u_core0.ROW\[12\].COL\[0\].u_pe.sum_out\[15\],15.98
_13181_,15.975
_04686_,15.97
_08727_,15.97
_17006_,15.97
_07531_,15.96
_07838_,15.96
_20375_,15.96
_20878_,15.96
_21594_,15.96
_25314_,15.96
_25832_,15.96
net910,15.96
_01480_,15.94
_01583_,15.94
_08254_,15.94
_09648_,15.94
_10191_,15.94
_13000_,15.94
_13716_,15.94
_15660_,15.94
_16950_,15.94
_19982_,15.94
_22907_,15.94
_26984_,15.94
_03552_,15.93
_05923_,15.93
_06198_,15.93
_01123_,15.92
_01427_,15.92
_01902_,15.92
_02909_,15.92
_06026_,15.92
_09207_,15.92
_09526_,15.92
_12382_,15.92
_21840_,15.92
_25494_,15.92
_04404_,15.9
_08645_,15.9
_16448_,15.9
_21063_,15.9
_21816_,15.9
_23164_,15.9
_25162_,15.9
_25539_,15.9
_26351_,15.9
rst_n,15.9
u_core0.ROW\[13\].COL\[1\].u_pe.sum_out\[8\],15.9
_14095_,15.895
_08422_,15.89
_02963_,15.88
_06200_,15.88
_06671_,15.88
_12324_,15.88
_13842_,15.88
_16210_,15.88
_19980_,15.88
_24344_,15.88
_24488_,15.88
_26983_,15.88
_05716_,15.875
_02744_,15.86
_02810_,15.86
_04425_,15.86
_04994_,15.86
_05072_,15.86
_05880_,15.86
_06261_,15.86
_09537_,15.86
_12926_,15.86
_16677_,15.86
_20813_,15.86
_21072_,15.86
_22742_,15.86
_25510_,15.86
_22013_,15.85
_22611_,15.85
_25006_,15.845
_04067_,15.84
_08190_,15.84
_11790_,15.84
_19577_,15.84
_21603_,15.84
_21664_,15.84
_24286_,15.84
_25348_,15.84
_02178_,15.835
data_in_broad[2],15.83
_01331_,15.82
_03475_,15.82
_04341_,15.82
_05062_,15.82
_05237_,15.82
_05987_,15.82
_06945_,15.82
_13814_,15.82
_14724_,15.82
_17717_,15.82
_23476_,15.82
_26090_,15.82
u_core0.ROW\[28\].COL\[0\].u_pe.sum_out\[19\],15.82
u_core0.ROW\[3\].COL\[1\].u_pe.sum_out\[3\],15.82
net710,15.82
_16837_,15.815
_01713_,15.805
_08173_,15.805
_01029_,15.8
_06990_,15.8
_08322_,15.8
_10352_,15.8
_10650_,15.8
_10923_,15.8
_15064_,15.8
_15787_,15.8
_18155_,15.8
_21321_,15.8
_23296_,15.8
_23838_,15.8
_26645_,15.8
_08802_,15.795
_09715_,15.795
_18195_,15.795
_08364_,15.79
_02961_,15.78
_04023_,15.78
_06179_,15.78
_06345_,15.78
_06642_,15.78
_07533_,15.78
_07713_,15.78
_10628_,15.78
_11733_,15.78
_14278_,15.78
_17198_,15.78
_18547_,15.78
_18763_,15.78
_19104_,15.78
_20484_,15.78
_20680_,15.78
_22332_,15.78
_22948_,15.78
_23062_,15.78
_25223_,15.78
_25734_,15.78
_26207_,15.78
_20575_,15.77
_22187_,15.77
_01238_,15.76
_03209_,15.76
_03711_,15.76
_04497_,15.76
_04543_,15.76
_04674_,15.76
_06981_,15.76
_08760_,15.76
_09902_,15.76
_11704_,15.76
_12368_,15.76
_12489_,15.76
_12544_,15.76
_12960_,15.76
_13912_,15.76
_14114_,15.76
_16152_,15.76
_22896_,15.76
_23027_,15.76
_24986_,15.76
_25052_,15.76
u_core0.ROW\[12\].COL\[0\].u_pe.sum_out\[5\],15.76
net977,15.76
_11970_,15.75
_21050_,15.75
_25016_,15.75
_02283_,15.74
_02891_,15.74
_03608_,15.74
_13063_,15.74
_14040_,15.74
_14614_,15.74
_17723_,15.74
_20073_,15.74
_20363_,15.74
_22399_,15.74
u_core0.ROW\[12\].COL\[0\].u_pe.sum_out\[16\],15.74
_09679_,15.73
_21458_,15.73
_04366_,15.72
_06770_,15.72
_07162_,15.72
_09003_,15.72
_10121_,15.72
_10801_,15.72
_12705_,15.72
_17150_,15.72
_17876_,15.72
_19260_,15.72
_20859_,15.72
_14122_,15.715
_12964_,15.71
_16205_,15.71
data_in_broad[5],15.705
_16863_,15.7
_18556_,15.7
_21409_,15.7
_24101_,15.7
u_core0.ROW\[25\].COL\[0\].u_pe.sum_out\[8\],15.7
_01743_,15.695
_02137_,15.68
_02389_,15.68
_04583_,15.68
_04916_,15.68
_10723_,15.68
_12811_,15.68
_13171_,15.68
_13212_,15.68
_14828_,15.68
_15498_,15.68
_15879_,15.68
_16033_,15.68
_17367_,15.68
_19004_,15.68
_19420_,15.68
_22688_,15.68
_22853_,15.68
_23197_,15.68
_23859_,15.68
_24647_,15.68
_26338_,15.68
_00017_,15.66
_02989_,15.66
_03205_,15.66
_09333_,15.66
_13733_,15.66
_18368_,15.66
_26240_,15.66
_26591_,15.66
_03700_,15.65
_05178_,15.65
_01773_,15.64
_02132_,15.64
_04954_,15.64
_06186_,15.64
_07989_,15.64
_13099_,15.64
_15309_,15.64
_15551_,15.64
_20323_,15.64
_21058_,15.64
_22862_,15.64
_24763_,15.64
_26723_,15.64
_26993_,15.64
u_core0.ROW\[12\].COL\[0\].u_pe.sum_out\[13\],15.64
_00367_,15.62
_01237_,15.62
_02512_,15.62
_03255_,15.62
_04078_,15.62
_05688_,15.62
_06070_,15.62
_06393_,15.62
_06699_,15.62
_08940_,15.62
_11182_,15.62
_22861_,15.62
_23449_,15.62
u_core0.ROW\[7\].COL\[0\].u_pe.sum_out\[18\],15.62
net893,15.62
_08842_,15.61
_00588_,15.6
_02374_,15.6
_03816_,15.6
_13305_,15.6
_16356_,15.6
_16478_,15.6
_21929_,15.6
_22183_,15.6
_23039_,15.6
_24138_,15.6
_24921_,15.6
_26517_,15.6
_26720_,15.6
_00673_,15.58
_09947_,15.58
_12439_,15.58
_16459_,15.58
_16490_,15.58
_17244_,15.58
_20894_,15.58
_24269_,15.58
_24283_,15.58
_04830_,15.575
_12186_,15.575
_22197_,15.575
_26233_,15.575
_25695_,15.57
_05027_,15.56
_06923_,15.56
_07190_,15.56
_10634_,15.56
_12306_,15.56
_14215_,15.56
_14814_,15.56
_15623_,15.56
_15763_,15.56
_17177_,15.56
_18101_,15.56
_22812_,15.56
_23237_,15.56
_24018_,15.56
_04062_,15.54
_09304_,15.54
_09588_,15.54
_14951_,15.54
_17044_,15.54
_18869_,15.54
_19347_,15.54
_20152_,15.54
_26274_,15.54
u_core0.ROW\[11\].COL\[0\].u_pe.sum_out\[6\],15.54
_10885_,15.535
_23243_,15.535
_08876_,15.52
_11024_,15.52
_11631_,15.52
_11740_,15.52
_11972_,15.52
_12161_,15.52
_12816_,15.52
_12987_,15.52
_13242_,15.52
_20123_,15.52
_20180_,15.52
_21159_,15.52
_22340_,15.52
_22427_,15.52
_24585_,15.52
_08874_,15.515
_13027_,15.515
_24373_,15.515
_01530_,15.5
_02996_,15.5
_03193_,15.5
_04204_,15.5
_14481_,15.5
_15352_,15.5
_19626_,15.5
_24601_,15.5
_24860_,15.5
_06329_,15.495
_07851_,15.49
_06323_,15.485
_04225_,15.48
_04592_,15.48
_06808_,15.48
_08586_,15.48
_11796_,15.48
_12336_,15.48
_16453_,15.48
_16794_,15.48
_17156_,15.48
_22886_,15.48
_26436_,15.48
_16855_,15.47
_06213_,15.465
_00360_,15.46
_06077_,15.46
_15414_,15.46
_16066_,15.46
_18805_,15.46
_18874_,15.46
_20801_,15.46
_20860_,15.46
_21606_,15.46
_23168_,15.46
_25386_,15.46
_26689_,15.46
_15180_,15.45
_25127_,15.45
_03053_,15.44
_04157_,15.44
_07637_,15.44
_09366_,15.44
_10849_,15.44
_11331_,15.44
_12617_,15.44
_12765_,15.44
_12798_,15.44
_16289_,15.44
_21846_,15.44
_21879_,15.44
_23367_,15.44
_23395_,15.44
_23985_,15.44
_25084_,15.44
net17,15.44
net1046,15.44
_01972_,15.435
_20836_,15.435
_04664_,15.43
_00652_,15.42
_03267_,15.42
_04002_,15.42
_04774_,15.42
_07819_,15.42
_11416_,15.42
_13954_,15.42
_17016_,15.42
_19157_,15.42
_19992_,15.42
_20185_,15.42
_22089_,15.42
_25434_,15.42
u_core0.ROW\[6\].COL\[0\].u_pe.sum_out\[4\],15.42
_16933_,15.41
_02159_,15.4
_05184_,15.4
_05293_,15.4
_07666_,15.4
_07787_,15.4
_10509_,15.4
_16177_,15.4
_17309_,15.4
_18662_,15.4
_19377_,15.4
_25880_,15.4
u_core0.ROW\[17\].COL\[0\].u_pe.sum_out\[16\],15.4
_14013_,15.395
_00215_,15.38
_00948_,15.38
_01169_,15.38
_03551_,15.38
_04645_,15.38
_06046_,15.38
_06583_,15.38
_06870_,15.38
_07903_,15.38
_09607_,15.38
_09814_,15.38
_11092_,15.38
_12376_,15.38
_14248_,15.38
_16883_,15.38
_18264_,15.38
_26784_,15.38
_01084_,15.37
_03722_,15.36
_04603_,15.36
_06643_,15.36
_07519_,15.36
_14616_,15.36
_19789_,15.36
_20482_,15.36
_20717_,15.36
_25869_,15.36
_17405_,15.35
_00496_,15.34
_02758_,15.34
_04319_,15.34
_09968_,15.34
_12609_,15.34
_14979_,15.34
_16682_,15.34
_20782_,15.34
_22968_,15.34
_23823_,15.34
_23872_,15.34
_25531_,15.34
_26097_,15.34
u_core0.ROW\[10\].COL\[0\].u_pe.sum_in\[11\],15.34
u_core0.ROW\[26\].COL\[1\].u_pe.sum_out\[0\],15.34
net780,15.34
_07418_,15.335
_15484_,15.335
_01151_,15.32
_01382_,15.32
_03460_,15.32
_03845_,15.32
_03924_,15.32
_04328_,15.32
_04992_,15.32
_06305_,15.32
_06758_,15.32
_07245_,15.32
_07333_,15.32
_11335_,15.32
_17420_,15.32
_21524_,15.32
_22677_,15.32
_25678_,15.32
_25849_,15.32
_13935_,15.315
_16291_,15.315
_13840_,15.31
_15981_,15.305
_26841_,15.305
_07491_,15.3
_07725_,15.3
_08460_,15.3
_08580_,15.3
_11718_,15.3
_12402_,15.3
_12541_,15.3
_15666_,15.3
_17137_,15.3
_19255_,15.3
_20793_,15.3
_26201_,15.3
_26319_,15.3
_02227_,15.28
_02620_,15.28
_05464_,15.28
_20058_,15.28
_21253_,15.28
_21702_,15.28
_24634_,15.28
u_core0.ROW\[16\].COL\[1\].u_pe.sum_out\[10\],15.28
_05377_,15.27
_03439_,15.26
_03596_,15.26
_04921_,15.26
_05009_,15.26
_05833_,15.26
_10500_,15.26
_12077_,15.26
_12171_,15.26
_12446_,15.26
_12533_,15.26
_17794_,15.26
_22133_,15.26
_24132_,15.26
_24849_,15.26
_25833_,15.26
_25962_,15.26
u_core0.ROW\[20\].COL\[0\].u_pe.sum_out\[8\],15.26
u_core0.ROW\[2\].COL\[1\].u_pe.sum_out\[10\],15.26
u_core0.ROW\[8\].COL\[1\].u_pe.b_out\[5\],15.26
_01805_,15.24
_04820_,15.24
_06967_,15.24
_16127_,15.24
_16966_,15.24
_03726_,15.22
_04105_,15.22
_10641_,15.22
_11051_,15.22
_11088_,15.22
_11414_,15.22
_15274_,15.22
_23105_,15.22
_24973_,15.22
u_core0.ROW\[23\].COL\[0\].u_pe.sum_out\[19\],15.22
u_core0.ROW\[26\].COL\[0\].u_pe.sum_out\[15\],15.22
_11904_,15.21
_03181_,15.2
_03279_,15.2
_03609_,15.2
_06739_,15.2
_07932_,15.2
_13641_,15.2
_17502_,15.2
_19310_,15.2
_19327_,15.2
_20305_,15.2
_22143_,15.2
_22234_,15.2
_22867_,15.2
_24462_,15.2
_25067_,15.2
u_core0.ROW\[30\].COL\[1\].u_pe.sum_out\[3\],15.2
_00945_,15.18
_05282_,15.18
_10174_,15.18
_10646_,15.18
_11135_,15.18
_11377_,15.18
_14493_,15.18
_15189_,15.18
_16140_,15.18
_20752_,15.18
_22300_,15.18
_23766_,15.18
_24945_,15.18
u_core0.ROW\[0\].COL\[1\].u_pe.sum_out\[10\],15.18
_08526_,15.17
_25174_,15.165
_02796_,15.16
_04021_,15.16
_04398_,15.16
_10556_,15.16
_16934_,15.16
_17625_,15.16
_25488_,15.16
_15319_,15.155
_00120_,15.14
_01767_,15.14
_02635_,15.14
_09340_,15.14
_12458_,15.14
_16744_,15.14
_19781_,15.14
_04691_,15.12
_05469_,15.12
_09336_,15.12
_12020_,15.12
_14963_,15.12
_16301_,15.12
_21395_,15.12
_21799_,15.12
_22160_,15.12
_24174_,15.12
_26786_,15.12
_04525_,15.1
_06563_,15.1
_11944_,15.1
_12310_,15.1
_13977_,15.1
_15495_,15.1
_17903_,15.1
_18158_,15.1
_21330_,15.1
_22501_,15.1
_23437_,15.1
_24929_,15.1
_25291_,15.1
_03942_,15.08
_11380_,15.08
_11618_,15.08
_14455_,15.08
_15240_,15.08
_17633_,15.08
_20997_,15.08
_25917_,15.075
_02242_,15.06
_03246_,15.06
_03685_,15.06
_04064_,15.06
_05301_,15.06
_05973_,15.06
_06002_,15.06
_09223_,15.06
_09553_,15.06
_10105_,15.06
_11945_,15.06
_13997_,15.06
_14242_,15.06
_22129_,15.06
_24773_,15.06
_25838_,15.06
_25867_,15.06
_03913_,15.04
_06716_,15.04
_07808_,15.04
_15328_,15.04
_21315_,15.04
_06015_,15.03
_25978_,15.03
_01664_,15.02
_02097_,15.02
_09351_,15.02
_11268_,15.02
_13142_,15.02
_15653_,15.02
_16011_,15.02
_18920_,15.02
_21164_,15.02
_21581_,15.02
_23532_,15.02
_23716_,15.005
_00093_,15
_03074_,15
_03493_,15
_06105_,15
_07380_,15
_09244_,15
_09300_,15
_12194_,15
_16422_,15
_17449_,15
_21554_,15
_22530_,15
_26477_,15
_26716_,15
u_core0.ROW\[22\].COL\[1\].u_pe.sum_out\[7\],15
_03584_,14.995
_05600_,14.99
_23590_,14.99
_05263_,14.98
_05334_,14.98
_09147_,14.98
_10942_,14.98
_12083_,14.98
_14005_,14.98
_14507_,14.98
_14510_,14.98
_17886_,14.98
_19698_,14.98
_22820_,14.98
_24411_,14.98
_24463_,14.98
u_core0.ROW\[7\].COL\[0\].u_pe.b_out\[1\],14.98
net931,14.98
_02273_,14.96
_05511_,14.96
_07070_,14.96
_13555_,14.96
_13972_,14.96
_17867_,14.96
_24847_,14.96
u_core0.ROW\[10\].COL\[1\].u_pe.sum_in\[3\],14.96
u_core0.ROW\[3\].COL\[1\].u_pe.b_out\[2\],14.96
_09353_,14.95
_01105_,14.94
_01412_,14.94
